locus_tag	ftype	length_bp	gene	EC_number	COG	product
KHAGGBBM_03888	gene	483				
KHAGGBBM_03888	CDS	483				hypothetical protein
KHAGGBBM_03889	gene	465				
KHAGGBBM_03889	CDS	465				hypothetical protein
KHAGGBBM_03890	gene	3567				
KHAGGBBM_03890	CDS	3567				hypothetical protein
KHAGGBBM_03891	gene	498				
KHAGGBBM_03891	CDS	498				hypothetical protein
KHAGGBBM_03892	gene	531				
KHAGGBBM_03892	CDS	531				hypothetical protein
KHAGGBBM_03893	gene	168				
KHAGGBBM_03893	CDS	168				hypothetical protein
KHAGGBBM_03894	gene	483				
KHAGGBBM_03894	CDS	483				hypothetical protein
KHAGGBBM_03895	gene	1173				
KHAGGBBM_03895	CDS	1173				hypothetical protein
KHAGGBBM_03896	gene	393				
KHAGGBBM_03896	CDS	393				hypothetical protein
KHAGGBBM_03897	gene	552				
KHAGGBBM_03897	CDS	552				hypothetical protein
KHAGGBBM_03898	gene	384				
KHAGGBBM_03898	CDS	384				hypothetical protein
KHAGGBBM_03899	gene	411				
KHAGGBBM_03899	CDS	411				hypothetical protein
KHAGGBBM_03900	gene	249				
KHAGGBBM_03900	CDS	249				hypothetical protein
KHAGGBBM_03901	gene	1137				
KHAGGBBM_03901	CDS	1137				hypothetical protein
KHAGGBBM_03902	gene	765				
KHAGGBBM_03902	CDS	765				hypothetical protein
KHAGGBBM_03903	gene	240				
KHAGGBBM_03903	CDS	240				hypothetical protein
KHAGGBBM_03904	gene	1113				
KHAGGBBM_03904	CDS	1113				hypothetical protein
KHAGGBBM_03905	gene	1425				
KHAGGBBM_03905	CDS	1425				hypothetical protein
KHAGGBBM_03906	gene	1305				
KHAGGBBM_03906	CDS	1305				hypothetical protein
KHAGGBBM_03907	gene	996				
KHAGGBBM_03907	CDS	996				hypothetical protein
KHAGGBBM_03908	gene	246				
KHAGGBBM_03908	CDS	246				hypothetical protein
KHAGGBBM_03909	gene	273				
KHAGGBBM_03909	CDS	273				hypothetical protein
KHAGGBBM_03910	gene	285				
KHAGGBBM_03910	CDS	285				hypothetical protein
KHAGGBBM_03911	gene	150				
KHAGGBBM_03911	CDS	150				hypothetical protein
KHAGGBBM_03912	gene	276				
KHAGGBBM_03912	CDS	276				hypothetical protein
KHAGGBBM_03913	gene	630				
KHAGGBBM_03913	CDS	630				hypothetical protein
KHAGGBBM_03914	gene	282				
KHAGGBBM_03914	CDS	282				hypothetical protein
KHAGGBBM_03915	gene	396				
KHAGGBBM_03915	CDS	396				hypothetical protein
KHAGGBBM_03916	gene	822				
KHAGGBBM_03916	CDS	822				hypothetical protein
KHAGGBBM_03917	gene	357				
KHAGGBBM_03917	CDS	357				hypothetical protein
KHAGGBBM_03918	gene	303	ybcO			
KHAGGBBM_03918	CDS	303	ybcO	3.1.-.-		Putative nuclease YbcO
KHAGGBBM_03919	gene	597				
KHAGGBBM_03919	CDS	597				hypothetical protein
KHAGGBBM_03920	gene	234	dinI_2			
KHAGGBBM_03920	CDS	234	dinI_2			DNA damage-inducible protein I
KHAGGBBM_03921	gene	1488				
KHAGGBBM_03921	CDS	1488				hypothetical protein
KHAGGBBM_03922	gene	477				
KHAGGBBM_03922	CDS	477				hypothetical protein
KHAGGBBM_03923	gene	180				
KHAGGBBM_03923	CDS	180				hypothetical protein
KHAGGBBM_03924	gene	618				
KHAGGBBM_03924	CDS	618				hypothetical protein
KHAGGBBM_03925	gene	792				
KHAGGBBM_03925	CDS	792				hypothetical protein
KHAGGBBM_03926	gene	336				
KHAGGBBM_03926	CDS	336				hypothetical protein
KHAGGBBM_03927	gene	750	dnaC_2			
KHAGGBBM_03927	CDS	750	dnaC_2		COG1484	DNA replication protein DnaC
KHAGGBBM_03928	gene	909				
KHAGGBBM_03928	CDS	909				hypothetical protein
KHAGGBBM_03929	gene	537				
KHAGGBBM_03929	CDS	537				hypothetical protein
KHAGGBBM_03930	gene	396				
KHAGGBBM_03930	CDS	396				hypothetical protein
KHAGGBBM_03931	gene	849				
KHAGGBBM_03931	CDS	849				hypothetical protein
KHAGGBBM_03932	gene	807				
KHAGGBBM_03932	CDS	807				hypothetical protein
KHAGGBBM_03933	gene	144				
KHAGGBBM_03933	CDS	144				hypothetical protein
KHAGGBBM_03934	gene	204				
KHAGGBBM_03934	CDS	204				hypothetical protein
KHAGGBBM_03935	gene	192				
KHAGGBBM_03935	CDS	192				hypothetical protein
KHAGGBBM_03936	gene	156				
KHAGGBBM_03936	CDS	156				hypothetical protein
KHAGGBBM_03937	gene	3111				
KHAGGBBM_03937	CDS	3111				hypothetical protein
KHAGGBBM_03938	gene	1110				
KHAGGBBM_03938	CDS	1110				hypothetical protein
KHAGGBBM_03939	gene	339				
KHAGGBBM_03939	CDS	339				hypothetical protein
KHAGGBBM_03940	gene	612				
KHAGGBBM_03940	CDS	612				hypothetical protein
KHAGGBBM_03941	gene	309				
KHAGGBBM_03941	CDS	309				hypothetical protein
KHAGGBBM_03942	gene	276				
KHAGGBBM_03942	CDS	276				hypothetical protein
KHAGGBBM_03943	gene	1230	intA_3			
KHAGGBBM_03943	CDS	1230	intA_3		COG0582	Prophage integrase IntA
KHAGGBBM_03944	gene	153				
KHAGGBBM_03944	CDS	153				hypothetical protein
KHAGGBBM_03945	gene	480	rseC			
KHAGGBBM_03945	CDS	480	rseC		COG3086	Protein RseC
KHAGGBBM_03946	gene	957	rseB			
KHAGGBBM_03946	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
KHAGGBBM_03947	gene	651	rseA			
KHAGGBBM_03947	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
KHAGGBBM_03948	gene	576	rpoE			
KHAGGBBM_03948	CDS	576	rpoE			ECF RNA polymerase sigma-E factor
KHAGGBBM_03949	gene	1620	nadB			
KHAGGBBM_03949	CDS	1620	nadB	1.4.3.16	COG0029	L-aspartate oxidase
KHAGGBBM_03950	gene	738	yfiC			
KHAGGBBM_03950	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
KHAGGBBM_03951	gene	1332	srmB			
KHAGGBBM_03951	CDS	1332	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
KHAGGBBM_03952	gene	384	grcA			
KHAGGBBM_03952	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
KHAGGBBM_03953	gene	690	ung			
KHAGGBBM_03953	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
KHAGGBBM_03954	gene	1086	yfiF			
KHAGGBBM_03954	CDS	1086	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
KHAGGBBM_03955	gene	426	trxC			
KHAGGBBM_03955	CDS	426	trxC	1.8.1.8	COG0526	Thioredoxin 2
KHAGGBBM_03956	gene	699				
KHAGGBBM_03956	CDS	699				hypothetical protein
KHAGGBBM_03957	gene	2652	pat_2			
KHAGGBBM_03957	CDS	2652	pat_2	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
KHAGGBBM_03958	gene	1356	pssA			
KHAGGBBM_03958	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
KHAGGBBM_03959	gene	324				
KHAGGBBM_03959	CDS	324				hypothetical protein
KHAGGBBM_03960	gene	1299	kgtP_2			
KHAGGBBM_03960	CDS	1299	kgtP_2			Alpha-ketoglutarate permease
KHAGGBBM_03961	gene	111				
KHAGGBBM_03961	rRNA	111				5S ribosomal RNA
KHAGGBBM_03962	gene	2899				
KHAGGBBM_03962	rRNA	2899				23S ribosomal RNA
KHAGGBBM_03963	gene	76				
KHAGGBBM_03963	tRNA	76				tRNA-Glu(ttc)
KHAGGBBM_03964	gene	1536				
KHAGGBBM_03964	rRNA	1536				16S ribosomal RNA
KHAGGBBM_03965	gene	2574	clpB			
KHAGGBBM_03965	CDS	2574	clpB		COG0542	Chaperone protein ClpB
KHAGGBBM_03966	gene	732	yfiH			
KHAGGBBM_03966	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
KHAGGBBM_03967	gene	981	rluD			
KHAGGBBM_03967	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
KHAGGBBM_03968	gene	738	bamD			
KHAGGBBM_03968	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
KHAGGBBM_03969	gene	336	raiA			
KHAGGBBM_03969	CDS	336	raiA		COG1544	Ribosome-associated inhibitor A
KHAGGBBM_03970	gene	1161	pheA			
KHAGGBBM_03970	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
KHAGGBBM_03971	gene	873				
KHAGGBBM_03971	CDS	873		3.1.1.99		6-deoxy-6-sulfogluconolactonase
KHAGGBBM_03972	gene	1122	tyrA			
KHAGGBBM_03972	CDS	1122	tyrA		COG0287	T-protein
KHAGGBBM_03973	gene	1071	aroF			
KHAGGBBM_03973	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
KHAGGBBM_03974	gene	510				
KHAGGBBM_03974	CDS	510				hypothetical protein
KHAGGBBM_03975	gene	1224	dgcN			
KHAGGBBM_03975	CDS	1224	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
KHAGGBBM_03976	gene	483	pal_2			
KHAGGBBM_03976	CDS	483	pal_2			Peptidoglycan-associated lipoprotein
KHAGGBBM_03977	gene	1371				
KHAGGBBM_03977	CDS	1371				hypothetical protein
KHAGGBBM_03978	gene	459				
KHAGGBBM_03978	CDS	459				hypothetical protein
KHAGGBBM_03979	gene	348	rplS			
KHAGGBBM_03979	CDS	348	rplS		COG0335	50S ribosomal protein L19
KHAGGBBM_03980	gene	768	trmD			
KHAGGBBM_03980	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
KHAGGBBM_03981	gene	549	rimM			
KHAGGBBM_03981	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
KHAGGBBM_03982	gene	249	rpsP			
KHAGGBBM_03982	CDS	249	rpsP		COG0228	30S ribosomal protein S16
KHAGGBBM_03983	gene	1365	ffh			
KHAGGBBM_03983	CDS	1365	ffh		COG0541	Signal recognition particle protein
KHAGGBBM_03984	gene	792	ypjD			
KHAGGBBM_03984	CDS	792	ypjD		COG4137	Inner membrane protein YpjD
KHAGGBBM_03985	gene	1287				
KHAGGBBM_03985	CDS	1287				hypothetical protein
KHAGGBBM_03986	gene	591	grpE			
KHAGGBBM_03986	CDS	591	grpE		COG0576	Protein GrpE
KHAGGBBM_03987	gene	879	nadK			
KHAGGBBM_03987	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
KHAGGBBM_03988	gene	1662	recN			
KHAGGBBM_03988	CDS	1662	recN		COG0497	DNA repair protein RecN
KHAGGBBM_03989	gene	342	bamE			
KHAGGBBM_03989	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
KHAGGBBM_03990	gene	291				
KHAGGBBM_03990	CDS	291				hypothetical protein
KHAGGBBM_03991	gene	438	pasT			
KHAGGBBM_03991	CDS	438	pasT		COG2867	Persistence and stress-resistance toxin PasT
KHAGGBBM_03992	gene	483	smpB			
KHAGGBBM_03992	CDS	483	smpB		COG0691	SsrA-binding protein
KHAGGBBM_03993	gene	363	ssrA			
KHAGGBBM_03993	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
KHAGGBBM_03994	gene	801				
KHAGGBBM_03994	CDS	801				hypothetical protein
KHAGGBBM_03995	gene	885	pgrR_8			
KHAGGBBM_03995	CDS	885	pgrR_8			HTH-type transcriptional regulator PgrR
KHAGGBBM_03996	gene	639				
KHAGGBBM_03996	CDS	639				hypothetical protein
KHAGGBBM_03997	gene	366	rob_3			
KHAGGBBM_03997	CDS	366	rob_3		COG2207	Right origin-binding protein
KHAGGBBM_03998	gene	1176	bepF			
KHAGGBBM_03998	CDS	1176	bepF			Efflux pump periplasmic linker BepF
KHAGGBBM_03999	gene	3153	oqxB20			
KHAGGBBM_03999	CDS	3153	oqxB20			multidrug efflux RND transporter permease subunit OqxB20
KHAGGBBM_04000	gene	480				
KHAGGBBM_04000	CDS	480				hypothetical protein
KHAGGBBM_04001	gene	912				
KHAGGBBM_04001	CDS	912				hypothetical protein
KHAGGBBM_04002	gene	951	gbuA			
KHAGGBBM_04002	CDS	951	gbuA	3.5.3.7	COG0010	Guanidinobutyrase
KHAGGBBM_04003	gene	864				
KHAGGBBM_04003	CDS	864				hypothetical protein
KHAGGBBM_04004	gene	1068	vldW_3			
KHAGGBBM_04004	CDS	1068	vldW_3	1.14.11.52		Validamycin A dioxygenase
KHAGGBBM_04005	gene	804	fliY_5			
KHAGGBBM_04005	CDS	804	fliY_5		COG0834	L-cystine-binding protein FliY
KHAGGBBM_04006	gene	1521	btuD_7			
KHAGGBBM_04006	CDS	1521	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KHAGGBBM_04007	gene	729	cloR			
KHAGGBBM_04007	CDS	729	cloR	1.13.11.83		4-hydroxy-3-prenylphenylpyruvate oxygenase/4-hydroxy-3-prenylbenzoate synthase
KHAGGBBM_04008	gene	933	ghrA_2			
KHAGGBBM_04008	CDS	933	ghrA_2	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
KHAGGBBM_04009	gene	795	fabG_8			
KHAGGBBM_04009	CDS	795	fabG_8	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
KHAGGBBM_04010	gene	621				
KHAGGBBM_04010	CDS	621				hypothetical protein
KHAGGBBM_04011	gene	891	mltF_3			
KHAGGBBM_04011	CDS	891	mltF_3	4.2.2.-		Membrane-bound lytic murein transglycosylase F
KHAGGBBM_04012	gene	702				
KHAGGBBM_04012	CDS	702				hypothetical protein
KHAGGBBM_04013	gene	549	fimA_2			
KHAGGBBM_04013	CDS	549	fimA_2			Type-1 fimbrial protein, A chain
KHAGGBBM_04014	gene	669	yadV_1			
KHAGGBBM_04014	CDS	669	yadV_1			putative fimbrial chaperone YadV
KHAGGBBM_04015	gene	2538	fimD_3			
KHAGGBBM_04015	CDS	2538	fimD_3		COG3188	Outer membrane usher protein FimD
KHAGGBBM_04016	gene	1029				
KHAGGBBM_04016	CDS	1029				hypothetical protein
KHAGGBBM_04017	gene	1095				
KHAGGBBM_04017	CDS	1095				hypothetical protein
KHAGGBBM_04018	gene	2556	fimD_4			
KHAGGBBM_04018	CDS	2556	fimD_4		COG3188	Outer membrane usher protein FimD
KHAGGBBM_04019	gene	663	yraI_2			
KHAGGBBM_04019	CDS	663	yraI_2			putative fimbrial chaperone YraI
KHAGGBBM_04020	gene	582				
KHAGGBBM_04020	CDS	582				hypothetical protein
KHAGGBBM_04021	gene	1521	adh_2			
KHAGGBBM_04021	CDS	1521	adh_2	1.2.1.3	COG1012	Aldehyde dehydrogenase
KHAGGBBM_04022	gene	1788	acoR			
KHAGGBBM_04022	CDS	1788	acoR		COG3284	Acetoin dehydrogenase operon transcriptional activator AcoR
KHAGGBBM_04023	gene	909	dmlR_16			
KHAGGBBM_04023	CDS	909	dmlR_16			HTH-type transcriptional regulator DmlR
KHAGGBBM_04024	gene	606	azoR_2			
KHAGGBBM_04024	CDS	606	azoR_2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
KHAGGBBM_04025	gene	300	ygaV			
KHAGGBBM_04025	CDS	300	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
KHAGGBBM_04026	gene	546	ygaP			
KHAGGBBM_04026	CDS	546	ygaP		COG0607	Inner membrane protein YgaP
KHAGGBBM_04027	gene	903				
KHAGGBBM_04027	CDS	903				hypothetical protein
KHAGGBBM_04028	gene	180				
KHAGGBBM_04028	CDS	180				hypothetical protein
KHAGGBBM_04029	gene	402	stpA			
KHAGGBBM_04029	CDS	402	stpA		COG2916	DNA-binding protein StpA
KHAGGBBM_04030	gene	450	alaE			
KHAGGBBM_04030	CDS	450	alaE			L-alanine exporter AlaE
KHAGGBBM_04031	gene	363				
KHAGGBBM_04031	CDS	363				hypothetical protein
KHAGGBBM_04032	gene	348	ygaM			
KHAGGBBM_04032	CDS	348	ygaM		COG4575	putative protein YgaM
KHAGGBBM_04033	gene	1353	gabR_2			
KHAGGBBM_04033	CDS	1353	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
KHAGGBBM_04034	gene	432				
KHAGGBBM_04034	CDS	432				hypothetical protein
KHAGGBBM_04035	gene	246	nrdH			
KHAGGBBM_04035	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
KHAGGBBM_04036	gene	411	nrdI			
KHAGGBBM_04036	CDS	411	nrdI		COG1780	Protein NrdI
KHAGGBBM_04037	gene	2142	nrdE			
KHAGGBBM_04037	CDS	2142	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
KHAGGBBM_04038	gene	963	nrdF			
KHAGGBBM_04038	CDS	963	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
KHAGGBBM_04039	gene	1203	proV			
KHAGGBBM_04039	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
KHAGGBBM_04040	gene	1068	proW			
KHAGGBBM_04040	CDS	1068	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
KHAGGBBM_04041	gene	999	proX			
KHAGGBBM_04041	CDS	999	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
KHAGGBBM_04042	gene	747	ygaZ_2			
KHAGGBBM_04042	CDS	747	ygaZ_2		COG1296	Inner membrane protein YgaZ
KHAGGBBM_04043	gene	336				
KHAGGBBM_04043	CDS	336				hypothetical protein
KHAGGBBM_04044	gene	531	mprA			
KHAGGBBM_04044	CDS	531	mprA		COG1846	Transcriptional repressor MprA
KHAGGBBM_04045	gene	1173	emrA_3			
KHAGGBBM_04045	CDS	1173	emrA_3		COG1566	Multidrug export protein EmrA
KHAGGBBM_04046	gene	1539	emrB_2			
KHAGGBBM_04046	CDS	1539	emrB_2			Multidrug export protein EmrB
KHAGGBBM_04047	gene	1677	leuA_2			
KHAGGBBM_04047	CDS	1677	leuA_2	2.3.3.13	COG0119	2-isopropylmalate synthase
KHAGGBBM_04048	gene	768	nimR_5			
KHAGGBBM_04048	CDS	768	nimR_5			HTH-type transcriptional regulator NimR
KHAGGBBM_04049	gene	516	luxS			
KHAGGBBM_04049	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
KHAGGBBM_04050	gene	1557	gshA			
KHAGGBBM_04050	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
KHAGGBBM_04051	gene	429	yqaA			
KHAGGBBM_04051	CDS	429	yqaA		COG1238	Inner membrane protein YqaA
KHAGGBBM_04052	gene	567	yqaB			
KHAGGBBM_04052	CDS	567	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
KHAGGBBM_04053	gene	315				
KHAGGBBM_04053	CDS	315				hypothetical protein
KHAGGBBM_04054	gene	77				
KHAGGBBM_04054	tRNA	77				tRNA-Arg(acg)
KHAGGBBM_04055	gene	77				
KHAGGBBM_04055	tRNA	77				tRNA-Arg(acg)
KHAGGBBM_04056	gene	77				
KHAGGBBM_04056	tRNA	77				tRNA-Arg(acg)
KHAGGBBM_04057	gene	77				
KHAGGBBM_04057	tRNA	77				tRNA-Arg(acg)
KHAGGBBM_04058	gene	93				
KHAGGBBM_04058	tRNA	93				tRNA-Ser(gct)
KHAGGBBM_04059	gene	186	csrA			
KHAGGBBM_04059	CDS	186	csrA		COG1551	Carbon storage regulator
KHAGGBBM_04060	gene	2628	alaS			
KHAGGBBM_04060	CDS	2628	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
KHAGGBBM_04061	gene	501	recX			
KHAGGBBM_04061	CDS	501	recX		COG2137	Regulatory protein RecX
KHAGGBBM_04062	gene	1059	recA			
KHAGGBBM_04062	CDS	1059	recA		COG0468	Protein RecA
KHAGGBBM_04063	gene	498	pncC_3			
KHAGGBBM_04063	CDS	498	pncC_3	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
KHAGGBBM_04064	gene	879	mntA			
KHAGGBBM_04064	CDS	879	mntA		COG0803	Manganese-binding lipoprotein MntA
KHAGGBBM_04065	gene	864	mntB_1			
KHAGGBBM_04065	CDS	864	mntB_1			Manganese transport system membrane protein MntB
KHAGGBBM_04066	gene	678	mntB_2			
KHAGGBBM_04066	CDS	678	mntB_2		COG1121	Manganese transport system ATP-binding protein MntB
KHAGGBBM_04067	gene	108				
KHAGGBBM_04067	CDS	108				hypothetical protein
KHAGGBBM_04068	gene	1080	mltB			
KHAGGBBM_04068	CDS	1080	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
KHAGGBBM_04069	gene	564	srlA			
KHAGGBBM_04069	CDS	564	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
KHAGGBBM_04070	gene	981	srlE			
KHAGGBBM_04070	CDS	981	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
KHAGGBBM_04071	gene	363	srlB_2			
KHAGGBBM_04071	CDS	363	srlB_2		COG3731	PTS system glucitol/sorbitol-specific EIIA component
KHAGGBBM_04072	gene	780	srlD			
KHAGGBBM_04072	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
KHAGGBBM_04073	gene	360				
KHAGGBBM_04073	CDS	360				hypothetical protein
KHAGGBBM_04074	gene	774	srlR_2			
KHAGGBBM_04074	CDS	774	srlR_2		COG1349	Glucitol operon repressor
KHAGGBBM_04075	gene	966	gutQ			
KHAGGBBM_04075	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
KHAGGBBM_04076	gene	1551	norR_2			
KHAGGBBM_04076	CDS	1551	norR_2		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
KHAGGBBM_04077	gene	1443	norV			
KHAGGBBM_04077	CDS	1443	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
KHAGGBBM_04078	gene	1134	norW_2			
KHAGGBBM_04078	CDS	1134	norW_2	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
KHAGGBBM_04079	gene	1014	hoxN			
KHAGGBBM_04079	CDS	1014	hoxN			High-affinity nickel transport protein
KHAGGBBM_04080	gene	2235	hypF			
KHAGGBBM_04080	CDS	2235	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
KHAGGBBM_04081	gene	528	hyfA_1			
KHAGGBBM_04081	CDS	528	hyfA_1	1.-.-.-	COG1142	Hydrogenase-4 component A
KHAGGBBM_04082	gene	1014	ascG_2			
KHAGGBBM_04082	CDS	1014	ascG_2		COG1609	HTH-type transcriptional regulator AscG
KHAGGBBM_04083	gene	1443	bglF_2			
KHAGGBBM_04083	CDS	1443	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
KHAGGBBM_04084	gene	1425	bglH_1			
KHAGGBBM_04084	CDS	1425	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
KHAGGBBM_04085	gene	309	symE			
KHAGGBBM_04085	CDS	309	symE	3.1.-.-		Endoribonuclease SymE
KHAGGBBM_04086	gene	471	hycI			
KHAGGBBM_04086	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
KHAGGBBM_04087	gene	411				
KHAGGBBM_04087	CDS	411				hypothetical protein
KHAGGBBM_04088	gene	768	hycG			
KHAGGBBM_04088	CDS	768	hycG		COG3260	Formate hydrogenlyase subunit 7
KHAGGBBM_04089	gene	543	ndhI			
KHAGGBBM_04089	CDS	543	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
KHAGGBBM_04090	gene	1710	hycE			
KHAGGBBM_04090	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
KHAGGBBM_04091	gene	924	hycD			
KHAGGBBM_04091	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
KHAGGBBM_04092	gene	1827	hyfB			
KHAGGBBM_04092	CDS	1827	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
KHAGGBBM_04093	gene	609	hyfA_2			
KHAGGBBM_04093	CDS	609	hyfA_2	1.-.-.-	COG1142	Hydrogenase-4 component A
KHAGGBBM_04094	gene	450	hycA			
KHAGGBBM_04094	CDS	450	hycA			Formate hydrogenlyase regulatory protein HycA
KHAGGBBM_04095	gene	345	hypA			
KHAGGBBM_04095	CDS	345	hypA		COG0375	Hydrogenase maturation factor HypA
KHAGGBBM_04096	gene	873	hypB			
KHAGGBBM_04096	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
KHAGGBBM_04097	gene	273	hypC			
KHAGGBBM_04097	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
KHAGGBBM_04098	gene	1122	hypD			
KHAGGBBM_04098	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
KHAGGBBM_04099	gene	1011	hypE			
KHAGGBBM_04099	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
KHAGGBBM_04100	gene	2073	fhlA			
KHAGGBBM_04100	CDS	2073	fhlA		COG3604	Formate hydrogenlyase transcriptional activator
KHAGGBBM_04101	gene	1401	gmuD_1			
KHAGGBBM_04101	CDS	1401	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
KHAGGBBM_04102	gene	2193				
KHAGGBBM_04102	CDS	2193				hypothetical protein
KHAGGBBM_04103	gene	1338	scrY_3			
KHAGGBBM_04103	CDS	1338	scrY_3			Sucrose porin
KHAGGBBM_04104	gene	1401	licC_5			
KHAGGBBM_04104	CDS	1401	licC_5		COG1455	Lichenan permease IIC component
KHAGGBBM_04105	gene	315	gmuB			
KHAGGBBM_04105	CDS	315	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
KHAGGBBM_04106	gene	1323	licC_6			
KHAGGBBM_04106	CDS	1323	licC_6		COG1455	Lichenan permease IIC component
KHAGGBBM_04107	gene	315	chbA_5			
KHAGGBBM_04107	CDS	315	chbA_5		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
KHAGGBBM_04108	gene	915	mak_2			
KHAGGBBM_04108	CDS	915	mak_2	2.7.1.4	COG1940	Fructokinase
KHAGGBBM_04109	gene	963	galR_1			
KHAGGBBM_04109	CDS	963	galR_1		COG1609	HTH-type transcriptional regulator GalR
KHAGGBBM_04110	gene	918				
KHAGGBBM_04110	CDS	918			COG0803	putative periplasmic iron-binding protein
KHAGGBBM_04111	gene	822	mntB_3			
KHAGGBBM_04111	CDS	822	mntB_3		COG1121	Manganese transport system ATP-binding protein MntB
KHAGGBBM_04112	gene	849	mntB_4			
KHAGGBBM_04112	CDS	849	mntB_4			Manganese transport system membrane protein MntB
KHAGGBBM_04113	gene	855	mntB_5			
KHAGGBBM_04113	CDS	855	mntB_5			Manganese transport system membrane protein MntB
KHAGGBBM_04114	gene	396				
KHAGGBBM_04114	CDS	396				hypothetical protein
KHAGGBBM_04115	gene	888	tsaR_3			
KHAGGBBM_04115	CDS	888	tsaR_3			HTH-type transcriptional regulator TsaR
KHAGGBBM_04116	gene	942				
KHAGGBBM_04116	CDS	942				hypothetical protein
KHAGGBBM_04117	gene	1710	ilvI_2			
KHAGGBBM_04117	CDS	1710	ilvI_2	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
KHAGGBBM_04118	gene	294				
KHAGGBBM_04118	CDS	294				hypothetical protein
KHAGGBBM_04119	gene	2364				
KHAGGBBM_04119	CDS	2364				hypothetical protein
KHAGGBBM_04120	gene	1032	hemS			
